Epochs,Train losses,Validation losses,Train DICE,Validation DICE
1,0.7107050659401077,0.6665572762489319,0.17205304721653328,0.0016629070010577532
2,0.6138642540999819,0.5849925518035886,0.04997684693185066,0.00048277945209119523
3,0.540497587408338,0.5458317041397092,-0.01661812427010599,-0.00016092648370874326
4,0.483057958100523,0.5649512307984486,-7.498414402545901e-06,2.4124207018808204e-13
5,0.4737921110221316,0.5767887200628006,-2.6285881004553265e-15,2.412420330154361e-13
6,0.4406056012426101,0.5788141489028928,2.5259553892038043e-12,2.412420330154361e-13
7,0.45415220516068566,0.5684027177946905,3.252442102069205e-12,2.4124202372227464e-13
8,0.4672777748533655,0.5579593982015334,2.3974017605512696e-12,2.412420105569626e-13
9,0.4801359464015277,0.540685370990208,2.872798008748435e-15,2.4124200126380115e-13
10,0.4268174699374605,0.54139894587653,1.0647676569206478e-12,2.4124200358709153e-13
11,0.41767974240439254,0.5592013222830633,1.1979956436204667e-12,2.4124200358709153e-13
12,0.4465630343982149,0.5540761130196705,8.184725074764666e-13,2.4124200358709153e-13
13,0.46917764140026885,0.5142691544124056,3.709547738370489e-13,2.4124200126380115e-13
14,0.4171216321843009,0.5713611245155332,1.236247095719652e-12,2.4124201288025296e-13
15,0.3967351775084221,0.5969876033919195,9.874465215573329e-13,2.412420144291132e-13
16,0.400413282215595,0.5714449473789758,3.1012655916683308e-12,2.4124202217341444e-13
17,0.4310235212956154,0.4738008039338245,3.218081310192013e-12,2.4124201210582283e-13
18,0.37900951951742146,0.6427333950996396,2.8774973387797295e-12,2.4124202217341444e-13
19,0.41618655387844333,0.6914080125944951,-1.2612180751577526e-13,2.412420144291132e-13
20,0.419122100302151,0.6348976799419945,2.895997121058029e-12,2.4124201288025296e-13
21,0.4616009194936069,0.48595306703022517,3.3737507033800828e-12,2.412419989405108e-13
22,0.43888372693743005,0.5223896895136149,2.4950059433361982e-12,2.412420105569626e-13
23,0.4240545294114519,0.5227865423474991,3.3288866948738173e-13,2.4124202604556503e-13
24,0.38850382928337346,0.5172229298523492,1.0932361856857953e-12,2.4124202604556503e-13
25,0.38674437595265226,0.5059713176318574,-6.504090562822398e-07,-0.0036035216277773056
26,0.40518619652305304,0.5024051504475727,-0.0044470642519372555,0.014381724433221308
27,0.38525161210979714,0.5148488402366636,0.017748970438320178,0.020539296462354077
28,0.36423863938876544,0.5174290086541855,0.025416170851347994,0.014511854554938192
29,0.33570683002471907,0.5083551747458319,0.017677575675821528,-0.005416083548958155
30,0.3246830063206807,0.49933102130889867,-0.0041445005660955166,0.010734946459758306
31,0.33473803507430194,0.5015571645327974,0.010409695910859343,0.014685723700656345
32,0.36860788826431523,0.4848690135138373,0.012793292844889234,0.009550729641476298
33,0.3735292802963936,0.5131667792797086,0.006108437425158441,-0.005673340649068888
34,0.3750089034438131,0.5239465475082394,-0.0010570708629594376,0.018413665264056495
35,0.3631522798112458,0.50610020330974,0.019144205491491536,0.024064321336980887
36,0.44575756383793674,0.4615626607622416,0.00621785487122902,0.058409317250230394
37,0.4932583419339995,0.5125043954168045,0.10790534277337663,0.09932083136266948
38,0.5807584283607344,0.5390417294842853,0.14277225945677818,0.09470609421182759
39,0.5111258108701022,0.5196896442345208,0.10752625949852097,0.02938268269829268
40,0.43038206143038593,0.5042212358542848,-0.0105536725165804,-0.009876383415028413
41,0.3405956757920127,0.534015586546489,-0.003041592397278517,-2.4813101564596965e-06
42,0.35841303744486375,0.5328960733754291,-5.8379016106755515e-05,-0.00045840804983535865
43,0.33906462298972245,0.5095366179943082,-0.0002181653151107028,0.0012319000405734116
44,0.3049570726496831,0.5113850780895774,0.0016222455602610379,0.004936806462376748
45,0.2944313229194708,0.5151670353753224,0.003789143102821988,0.005600441671984761
46,0.2926500805786676,0.5012625413281575,0.004448125119926649,0.00939358136882734
47,0.2965698017605712,0.46285371524947,0.009172460229849178,0.007056550974292377
48,0.30890959032944254,0.6167786470481325,0.010091826989055136,0.015584302088245698
49,0.34437702990003977,0.6756908765860963,0.013068656812888607,0.015806378770087372
50,0.3631053232720918,0.491087561845779,0.020972569488107357,0.030856835170229104
51,0.32417315308536787,0.9742009878158565,0.03432829255928097,0.008080315004584698
52,0.31884380621569486,1.2052385176931104,0.057766158798361694,0.056933095572367365
53,0.35072717900787065,0.9825517909867418,0.1023202326198779,0.1070029037340173
54,0.36630141862801124,0.3493582819189341,0.16659167002197323,0.12624881267545526
55,0.35649345985480696,0.44699330159596007,0.17974660246233592,0.2176213451794214
56,0.34516926631331424,0.6511886383805953,0.326301968017859,0.31399885671479344
57,0.4166567251086233,0.6981811387198309,0.45838553075279487,0.4118278052125656
58,0.4232111176209788,0.6251827759402135,0.5516759138020322,0.36955354085990344
59,0.40004180967807745,0.4558641995702468,0.39843387178085343,0.2725311283554348
60,0.364599533911262,0.5453449853828973,0.23372751733674374,0.08591955048697322
61,0.38012817906481866,0.5368887875761301,0.06798435644918391,0.06760749391147058
62,0.36703456555094016,0.48133502602577183,0.09755436565259687,0.1539837075131279
63,0.32752411982842833,0.47231745294162175,0.17266416578620125,0.15806601345539084
64,0.34505951979330585,0.49530090178762143,0.15389393779332738,0.10635062754154195
65,0.33804825629506774,0.49705838050161066,0.1667761360561208,0.13837489145142678
66,0.33662232756614663,0.4827607188905986,0.2359647521483045,0.20446429252624496
67,0.31808255783149153,0.48646041580608884,0.3421774183399974,0.2187399613005773
68,0.33468837482588615,0.4891273609229494,0.33410520138485067,0.2586214461496897
69,0.3201212817004747,0.4829277030059267,0.4216752977243489,0.3424817000116619
70,0.3146571306245666,0.4689440275941574,0.49537424551589126,0.4710967940943579
