Epochs,Train losses,Validation losses,Train DICE,Validation DICE
1,0.7016716152429581,0.6745074391365051,0.19422804254736548,0.0018774756463244557
2,0.6366708129644394,0.5660082101821899,8.748151293222845e-05,2.4124146148600534e-13
3,0.5262786149978638,0.5550837516784668,1.6568034430156217e-12,2.412420035870916e-13
4,0.48675713688135147,0.5557230114936829,5.64424853019942e-13,2.412420306921459e-13
5,0.4684804826974869,0.5898554921150208,5.795236608440802e-13,2.412420306921459e-13
6,0.4649798423051834,0.5717481374740601,5.745229155428282e-13,2.412420306921459e-13
7,0.40781740844249725,0.5681135654449463,6.213621903857218e-12,2.412420306921459e-13
8,0.5129215195775032,0.5632275938987732,3.943077198168823e-13,2.412420035870916e-13
9,0.45564788579940796,0.5379925966262817,5.611651449782557e-13,2.412420035870916e-13
10,0.44386257231235504,0.5347732305526733,7.89348485663241e-13,2.412420035870916e-13
11,0.3997376039624214,0.5645184516906738,1.6674227628379846e-12,2.412420035870916e-13
12,0.44430453330278397,0.5608772039413452,5.707293327988829e-13,2.412420035870916e-13
13,0.4892699643969536,0.5195316076278687,3.512592760467016e-13,2.412420035870916e-13
14,0.4199913218617439,0.515509843826294,9.706666351770588e-13,2.412420035870916e-13
15,0.35623646527528763,0.6852353811264038,2.1608246452315153e-12,2.412420306921459e-13
16,0.4512529671192169,0.5135334134101868,5.55167834921373e-13,2.412420035870916e-13
17,0.3858034238219261,0.5147865414619446,6.4765421758233854e-12,2.412420306921459e-13
18,0.43378008902072906,0.5277428030967712,5.433198107997889e-13,2.412420035870916e-13
19,0.3415074124932289,0.8693171739578247,1.389249648412155e-12,2.412420306921459e-13
20,0.49429982155561447,0.5148677229881287,4.160094374560698e-13,2.412420035870916e-13
21,0.4062150940299034,0.5153594017028809,6.704610579219626e-12,2.412420035870916e-13
22,0.46838442236185074,0.5214076638221741,4.028748329680445e-13,2.412420035870916e-13
23,0.4257710352540016,0.5267018675804138,5.186558427612e-13,2.412420306921459e-13
24,0.36751294136047363,0.5134744048118591,1.6516109650304952e-12,2.412420306921459e-13
25,0.40277405083179474,0.5096364617347717,5.686812444018717e-13,2.412420035870916e-13
26,0.3958245813846588,0.49936643242836,5.511801511894326e-13,2.412420035870916e-13
27,0.39794762432575226,0.5096027255058289,7.5881171716618e-06,0.04204108566045761
28,0.3512074276804924,0.5318320393562317,0.051912768745034414,0.00037755758967250586
29,0.3457883819937706,0.4963364005088806,0.0006227525320109354,0.0001179237078758888
30,0.3198440745472908,0.5014331936836243,0.00017172555231401626,0.0014705606736242771
31,0.32914619892835617,0.5052207708358765,0.005620937202365894,0.0292072631418705
